priority,score,system,year,project_document,why_it_matters,captures,unique_versions,mime_type,original,archive_exact,archive_history
HIGH,8,Water,2025,Mountain Top Pressure Plane and Stage 4B Water Restrictions Update.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Mountain%20Top%20Pressure%20Plane%20and%20Stage%204B%20Water%20Restrictions%20Update.pdf,https://web.archive.org/web/20250216152024/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Mountain%20Top%20Pressure%20Plane%20and%20Stage%204B%20Water%20Restrictions%20Update.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Mountain%20Top%20Pressure%20Plane%20and%20Stage%204B%20Water%20Restrictions%20Update.pdf
HIGH,8,Water,2025,Notice of Water Service Interruption 04 28 22.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/04-22/Notice%20of%20Water%20Service%20Interruption%2004-28-22.pdf,https://web.archive.org/web/20250210202145/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Notice%20of%20Water%20Service%20Interruption%2004-28-22.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Notice%20of%20Water%20Service%20Interruption%2004-28-22.pdf
HIGH,8,Water,2025,Notice of Water Service Interruption 05 06 22.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Notice%20of%20Water%20Service%20Interruption%2005-06-22.pdf,https://web.archive.org/web/20250210191802/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Notice%20of%20Water%20Service%20Interruption%2005-06-22.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Notice%20of%20Water%20Service%20Interruption%2005-06-22.pdf
HIGH,8,Water,2025,NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/06-19/NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf,https://web.archive.org/web/20250210191932/https://www.copperascovetx.gov/files/pio/press_releases/06-19/NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/06-19/NoticeofWaterServiceInterruptionandBoilWaterNotice.pdf
HIGH,8,Water,2025,Pressure Planes Map PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/2370/Pressure-Planes-Map-PDF,https://web.archive.org/web/20250925210827/https://www.copperascovetx.gov/DocumentCenter/View/2370/Pressure-Planes-Map-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/2370/Pressure-Planes-Map-PDF
HIGH,8,Water,2025,Pressure Planes Map.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/public_works/Pressure_Planes_Map.pdf,https://web.archive.org/web/20250208154155/https://www.copperascovetx.gov/files/public_works/Pressure_Planes_Map.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/Pressure_Planes_Map.pdf
HIGH,8,Water,2025,Proclamation2023.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/Proclamation2023.pdf,https://web.archive.org/web/20250208161718/https://www.copperascovetx.gov/files/public_works/stormwater/Proclamation2023.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/Proclamation2023.pdf
HIGH,8,Water,2025,Senior Activity Center Temporary Closure Due to Water Damage 04 26 2022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/04-22/Senior%20Activity%20Center%20Temporary%20Closure%20Due%20to%20Water%20Damage%2004-26-2022.pdf,https://web.archive.org/web/20250210232802/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Senior%20Activity%20Center%20Temporary%20Closure%20Due%20to%20Water%20Damage%2004-26-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-22/Senior%20Activity%20Center%20Temporary%20Closure%20Due%20to%20Water%20Damage%2004-26-2022.pdf
HIGH,8,Water,2025,"Stage 2 Water Conservation Rescinded, Stage 1 Ordered 04 23 2024.pdf",priority category; infrastructure/money keyword; document/PDF,10,1,application/pdf,"https://www.copperascovetx.gov/files/pio/press_releases/04-24/Stage%202%20Water%20Conservation%20Rescinded,%20Stage%201%20Ordered%2004-23-2024.pdf","https://web.archive.org/web/20250215160051/https://www.copperascovetx.gov/files/pio/press_releases/04-24/Stage%202%20Water%20Conservation%20Rescinded,%20Stage%201%20Ordered%2004-23-2024.pdf","https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/04-24/Stage%202%20Water%20Conservation%20Rescinded,%20Stage%201%20Ordered%2004-23-2024.pdf"
HIGH,8,Water,2025,Stage 2 Water Restriction Order 02172 Signed.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Stage%202%20Water%20Restriction%20Order%2002172%20-%20Signed.pdf,https://web.archive.org/web/20250210202855/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Stage%202%20Water%20Restriction%20Order%2002172%20-%20Signed.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Stage%202%20Water%20Restriction%20Order%2002172%20-%20Signed.pdf
HIGH,8,Water,2025,Stage 3 Water Conservation Rescinded.05 10 22.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%203%20Water%20Conservation%20Rescinded.05-10-22.pdf,https://web.archive.org/web/20250212032903/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%203%20Water%20Conservation%20Rescinded.05-10-22.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%203%20Water%20Conservation%20Rescinded.05-10-22.pdf
HIGH,8,Water,2025,Stage 4B Water Conservation Rescinded Stage 3 Ordered.05092022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%204B%20Water%20Conservation%20Rescinded%20Stage%203%20Ordered.05092022.pdf,https://web.archive.org/web/20250208190028/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%204B%20Water%20Conservation%20Rescinded%20Stage%203%20Ordered.05092022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Stage%204B%20Water%20Conservation%20Rescinded%20Stage%203%20Ordered.05092022.pdf
HIGH,8,Water,2025,TCEQ Facts and Guidance.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/20250209233154/https://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf
HIGH,8,Water,2025,TCEQ Facts and Guidance.pdf,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,http://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/20250210234356/http://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf,https://web.archive.org/web/*/http://www.copperascovetx.gov/files/water/TCEQ%20Facts%20and%20Guidance.pdf
HIGH,8,Water,2025,Update 4 1 20.pdf,priority category; infrastructure/money keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/Update_4_1_20.pdf,https://web.archive.org/web/20250208164424/https://www.copperascovetx.gov/files/public_works/stormwater/Update_4_1_20.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/Update_4_1_20.pdf
HIGH,8,Water,2025,Water Conservation and Drought Contingency Plan 2019.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/20250216144030/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf
HIGH,8,Water,2025,Water Conservation and Drought Contingency Plan 2019.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/20250216153550/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Conservation%20and%20Drought%20Contingency%20Plan%202019.pdf
HIGH,8,Water,2025,Water Distribution Update Copperas Cove Update.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Distribution%20Update%20Copperas%20Cove%20Update.pdf,https://web.archive.org/web/20250216154403/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Distribution%20Update%20Copperas%20Cove%20Update.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/02-21/Water%20Distribution%20Update%20Copperas%20Cove%20Update.pdf
HIGH,8,Water,2025,Water Restrictions Stage 1 Ordered 08 08 2022.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/08-22/Water%20Restrictions%20-%20Stage%201%20Ordered%2008-08-2022.pdf,https://web.archive.org/web/20250203032759/https://www.copperascovetx.gov/files/pio/press_releases/08-22/Water%20Restrictions%20-%20Stage%201%20Ordered%2008-08-2022.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/08-22/Water%20Restrictions%20-%20Stage%201%20Ordered%2008-08-2022.pdf
HIGH,8,Water,2025,Water Restrictions Stage 3 Order 05 09 2022 Signed.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Restrictions%20Stage%203%20Order-05-09-2022-Signed.pdf,https://web.archive.org/web/20250211002429/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Restrictions%20Stage%203%20Order-05-09-2022-Signed.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/05-22/Water%20Restrictions%20Stage%203%20Order-05-09-2022-Signed.pdf
HIGH,8,Water,2025,WhatIsStormWater.pdf,priority category; infrastructure/money keyword; document/PDF,2,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/ed/WhatIsStormWater.pdf,https://web.archive.org/web/20250326232325/https://www.copperascovetx.gov/files/public_works/stormwater/ed/WhatIsStormWater.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/ed/WhatIsStormWater.pdf
HIGH,8,Water,2025,backflow.pdf,priority category; infrastructure/money keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/forms/water/backflow.pdf,https://web.archive.org/web/20250208045654/https://www.copperascovetx.gov/files/forms/water/backflow.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/forms/water/backflow.pdf
HIGH,8,Water,2025,cocc ms4 permit.pdf,priority category; infrastructure/money keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/public_works/stormwater/cocc_ms4_permit.pdf,https://web.archive.org/web/20250208153556/https://www.copperascovetx.gov/files/public_works/stormwater/cocc_ms4_permit.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/public_works/stormwater/cocc_ms4_permit.pdf
HIGH,8,Water,2025,food water.pdf,priority category; infrastructure/money keyword; document/PDF,5,1,application/pdf,https://www.copperascovetx.gov/files/fire/emergency_preparedness/food_water.pdf,https://web.archive.org/web/20250327004326/https://www.copperascovetx.gov/files/fire/emergency_preparedness/food_water.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/fire/emergency_preparedness/food_water.pdf
HIGH,8,Water,2025,water conservation drought contingency.pdf,priority category; infrastructure/money keyword; document/PDF,6,1,application/pdf,https://www.copperascovetx.gov/files/water/water_conservation_drought_contingency.pdf,https://web.archive.org/web/20250208050405/https://www.copperascovetx.gov/files/water/water_conservation_drought_contingency.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/water/water_conservation_drought_contingency.pdf
HIGH,8,Water,2025,water.pdf,priority category; infrastructure/money keyword; document/PDF,4,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/10-18/water.pdf,https://web.archive.org/web/20250212033714/https://www.copperascovetx.gov/files/pio/press_releases/10-18/water.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/10-18/water.pdf
HIGH,8,Water,2025,waterway.pdf,priority category; infrastructure/money keyword; document/PDF,3,1,application/pdf,https://www.copperascovetx.gov/files/pio/press_releases/03-19/waterway.pdf,https://web.archive.org/web/20250216092552/https://www.copperascovetx.gov/files/pio/press_releases/03-19/waterway.pdf,https://web.archive.org/web/*/https://www.copperascovetx.gov/files/pio/press_releases/03-19/waterway.pdf
HIGH,8,Water,2026,Boil Water Notice Issued 123025 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4977/Boil-Water-Notice-Issued-123025-PDF,https://web.archive.org/web/20260101130423/https://www.copperascovetx.gov/DocumentCenter/View/4977/Boil-Water-Notice-Issued-123025-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4977/Boil-Water-Notice-Issued-123025-PDF
HIGH,8,Water,2026,Boil Water Notice Issued Donna Ave PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF,https://web.archive.org/web/20260102221441/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF
HIGH,8,Water,2026,Boil Water Notice Issued Donna Ave PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF?bidId=,https://web.archive.org/web/20260102222217/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF?bidId=,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4981/Boil-Water-Notice-Issued-Donna-Ave-PDF?bidId=
HIGH,8,Water,2026,Boil Water Notice Rescinded 01 03 2026 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4991/Boil-Water-Notice-Rescinded-01-03-2026-PDF,https://web.archive.org/web/20260105230000/https://www.copperascovetx.gov/DocumentCenter/View/4991/Boil-Water-Notice-Rescinded-01-03-2026-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4991/Boil-Water-Notice-Rescinded-01-03-2026-PDF
HIGH,8,Water,2026,Boil Water Notice Rescinded E AVE F 10226 PDF,priority category; infrastructure/money keyword; document/PDF,1,1,application/pdf,https://www.copperascovetx.gov/DocumentCenter/View/4989/Boil-Water-Notice-Rescinded-E-AVE-F-10226-PDF,https://web.archive.org/web/20260102174301/https://www.copperascovetx.gov/DocumentCenter/View/4989/Boil-Water-Notice-Rescinded-E-AVE-F-10226-PDF,https://web.archive.org/web/*/https://www.copperascovetx.gov/DocumentCenter/View/4989/Boil-Water-Notice-Rescinded-E-AVE-F-10226-PDF
HIGH,7,Budget / Finance,2025,feed,review category; 33 unique versions; financial/project keyword,33,33,application/rss+xml,https://www.copperascovetx.gov/comments/feed/,https://web.archive.org/web/20250215191239/https://www.copperascovetx.gov/comments/feed/,https://web.archive.org/web/*/https://www.copperascovetx.gov/comments/feed/
